ninja: Entering directory `C:\Users\tanuj\OneDrive\Desktop\ether-vpn\openvpn\.cxx\Debug\3l54y586\arm64-v8a'
#  define _LIBCPP_DEPRECATED_IN_CXX17 _LIBCPP_DEPRECATED
                                      ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:978:48: note: expanded from macro '_LIBCPP_DEPRECATED'
#    define _LIBCPP_DEPRECATED __attribute__ ((deprecated))
                                               ^
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/client/ovpncli.cpp:30:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/io/io.hpp:28:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio.hpp:18:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/append.hpp:72:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/impl/append.hpp:22:
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:186:48: warning: 'allocator<void>' is deprecated [-Wdeprecated-declarations]
  static type get(Handler& handler, const std::allocator<T>&)
                                               ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/reactive_socket_connect_op.hpp:65:3: note: in instantiation of template class 'asio::detail::get_hook_allocator<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/httpcli.hpp:972:40), std::allocator<void>>' requested here
  ASIO_DEFINE_HANDLER_PTR(reactive_socket_connect_op);
  ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:209:40: note: expanded from macro 'ASIO_DEFINE_HANDLER_PTR'
      typedef typename ::asio::detail::get_hook_allocator< \
                                       ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/reactive_socket_service.hpp:605:16: note: in instantiation of member function 'asio::detail::reactive_socket_connect_op<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/httpcli.hpp:972:40), asio::any_io_executor>::ptr::allocate' requested here
      op::ptr::allocate(handler), 0 };
               ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/basic_socket.hpp:1900:36: note: in instantiation of function template specialization 'asio::detail::reactive_socket_service<asio::ip::tcp>::async_connect<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/httpcli.hpp:972:40), asio::any_io_executor>' requested here
        self_->impl_.get_service().async_connect(
                                   ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:481:5: note: in instantiation of function template specialization 'asio::basic_socket<asio::ip::tcp>::initiate_async_connect::operator()<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/httpcli.hpp:972:40)>' requested here
    ASIO_MOVE_CAST(Initiation)(initiation)(
    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/config.hpp:160:31: note: expanded from macro 'ASIO_MOVE_CAST'
# define ASIO_MOVE_CAST(type) static_cast<type&&>
                              ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:895:21: note: in instantiation of function template specialization 'asio::detail::completion_handler_async_result<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/httpcli.hpp:972:40), void (std::error_code)>::initiate<asio::basic_socket<asio::ip::tcp>::initiate_async_connect, (lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/httpcli.hpp:972:40), const asio::ip::basic_endpoint<asio::ip::tcp> &, std::error_code &>' requested here
    Signatures...>::initiate(ASIO_MOVE_CAST(Initiation)(initiation),
                    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/basic_socket.hpp:988:12: note: in instantiation of function template specialization 'asio::async_initiate<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/httpcli.hpp:972:40), void (std::error_code), asio::basic_socket<asio::ip::tcp>::initiate_async_connect, const asio::ip::basic_endpoint<asio::ip::tcp> &, std::error_code &>' requested here
    return async_initiate<ConnectToken, void (asio::error_code)>(
           ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/memory:717:28: note: 'allocator<void>' has been explicitly marked deprecated here
class _LIBCPP_TEMPLATE_VIS _LIBCPP_DEPRECATED_IN_CXX17 allocator<void>
                           ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:1001:39: note: expanded from macro '_LIBCPP_DEPRECATED_IN_CXX17'
#  define _LIBCPP_DEPRECATED_IN_CXX17 _LIBCPP_DEPRECATED
                                      ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:978:48: note: expanded from macro '_LIBCPP_DEPRECATED'
#    define _LIBCPP_DEPRECATED __attribute__ ((deprecated))
                                               ^
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/client/ovpncli.cpp:30:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/io/io.hpp:28:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio.hpp:18:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/append.hpp:72:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/impl/append.hpp:22:
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:186:48: warning: 'allocator<void>' is deprecated [-Wdeprecated-declarations]
  static type get(Handler& handler, const std::allocator<T>&)
                                               ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/wait_handler.hpp:35:3: note: in instantiation of template class 'asio::detail::get_hook_allocator<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1013:36), std::allocator<void>>' requested here
  ASIO_DEFINE_HANDLER_PTR(wait_handler);
  ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:209:40: note: expanded from macro 'ASIO_DEFINE_HANDLER_PTR'
      typedef typename ::asio::detail::get_hook_allocator< \
                                       ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/deadline_timer_service.hpp:256:16: note: in instantiation of member function 'asio::detail::wait_handler<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1013:36), asio::any_io_executor>::ptr::allocate' requested here
      op::ptr::allocate(handler), 0 };
               ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/basic_waitable_timer.hpp:814:34: note: in instantiation of function template specialization 'asio::detail::deadline_timer_service<asio::detail::chrono_time_traits<openvpn::AsioClock, asio::wait_traits<openvpn::AsioClock>>>::async_wait<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1013:36), asio::any_io_executor>' requested here
      self_->impl_.get_service().async_wait(
                                 ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:481:5: note: in instantiation of function template specialization 'asio::basic_waitable_timer<openvpn::AsioClock>::initiate_async_wait::operator()<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1013:36)>' requested here
    ASIO_MOVE_CAST(Initiation)(initiation)(
    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/config.hpp:160:31: note: expanded from macro 'ASIO_MOVE_CAST'
# define ASIO_MOVE_CAST(type) static_cast<type&&>
                              ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:895:21: note: in instantiation of function template specialization 'asio::detail::completion_handler_async_result<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1013:36), void (std::error_code)>::initiate<asio::basic_waitable_timer<openvpn::AsioClock>::initiate_async_wait, (lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1013:36)>' requested here
    Signatures...>::initiate(ASIO_MOVE_CAST(Initiation)(initiation),
                    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/basic_waitable_timer.hpp:781:12: note: in instantiation of function template specialization 'asio::async_initiate<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1013:36), void (std::error_code), asio::basic_waitable_timer<openvpn::AsioClock>::initiate_async_wait>' requested here
    return async_initiate<WaitToken, void (asio::error_code)>(
           ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/memory:717:28: note: 'allocator<void>' has been explicitly marked deprecated here
class _LIBCPP_TEMPLATE_VIS _LIBCPP_DEPRECATED_IN_CXX17 allocator<void>
                           ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:1001:39: note: expanded from macro '_LIBCPP_DEPRECATED_IN_CXX17'
#  define _LIBCPP_DEPRECATED_IN_CXX17 _LIBCPP_DEPRECATED
                                      ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:978:48: note: expanded from macro '_LIBCPP_DEPRECATED'
#    define _LIBCPP_DEPRECATED __attribute__ ((deprecated))
                                               ^
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/client/ovpncli.cpp:30:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/io/io.hpp:28:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio.hpp:18:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/append.hpp:72:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/impl/append.hpp:22:
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:186:48: warning: 'allocator<void>' is deprecated [-Wdeprecated-declarations]
  static type get(Handler& handler, const std::allocator<T>&)
                                               ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/wait_handler.hpp:35:3: note: in instantiation of template class 'asio::detail::get_hook_allocator<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1117:33), std::allocator<void>>' requested here
  ASIO_DEFINE_HANDLER_PTR(wait_handler);
  ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:209:40: note: expanded from macro 'ASIO_DEFINE_HANDLER_PTR'
      typedef typename ::asio::detail::get_hook_allocator< \
                                       ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/deadline_timer_service.hpp:256:16: note: in instantiation of member function 'asio::detail::wait_handler<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1117:33), asio::any_io_executor>::ptr::allocate' requested here
      op::ptr::allocate(handler), 0 };
               ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/basic_waitable_timer.hpp:814:34: note: in instantiation of function template specialization 'asio::detail::deadline_timer_service<asio::detail::chrono_time_traits<openvpn::AsioClock, asio::wait_traits<openvpn::AsioClock>>>::async_wait<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1117:33), asio::any_io_executor>' requested here
      self_->impl_.get_service().async_wait(
                                 ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:481:5: note: in instantiation of function template specialization 'asio::basic_waitable_timer<openvpn::AsioClock>::initiate_async_wait::operator()<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1117:33)>' requested here
    ASIO_MOVE_CAST(Initiation)(initiation)(
    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/config.hpp:160:31: note: expanded from macro 'ASIO_MOVE_CAST'
# define ASIO_MOVE_CAST(type) static_cast<type&&>
                              ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:895:21: note: in instantiation of function template specialization 'asio::detail::completion_handler_async_result<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1117:33), void (std::error_code)>::initiate<asio::basic_waitable_timer<openvpn::AsioClock>::initiate_async_wait, (lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1117:33)>' requested here
    Signatures...>::initiate(ASIO_MOVE_CAST(Initiation)(initiation),
                    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/basic_waitable_timer.hpp:781:12: note: in instantiation of function template specialization 'asio::async_initiate<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1117:33), void (std::error_code), asio::basic_waitable_timer<openvpn::AsioClock>::initiate_async_wait>' requested here
    return async_initiate<WaitToken, void (asio::error_code)>(
           ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/memory:717:28: note: 'allocator<void>' has been explicitly marked deprecated here
class _LIBCPP_TEMPLATE_VIS _LIBCPP_DEPRECATED_IN_CXX17 allocator<void>
                           ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:1001:39: note: expanded from macro '_LIBCPP_DEPRECATED_IN_CXX17'
#  define _LIBCPP_DEPRECATED_IN_CXX17 _LIBCPP_DEPRECATED
                                      ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:978:48: note: expanded from macro '_LIBCPP_DEPRECATED'
#    define _LIBCPP_DEPRECATED __attribute__ ((deprecated))
                                               ^
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/client/ovpncli.cpp:30:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/io/io.hpp:28:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio.hpp:18:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/append.hpp:72:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/impl/append.hpp:22:
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:186:48: warning: 'allocator<void>' is deprecated [-Wdeprecated-declarations]
  static type get(Handler& handler, const std::allocator<T>&)
                                               ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/wait_handler.hpp:35:3: note: in instantiation of template class 'asio::detail::get_hook_allocator<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/client/cliproto.hpp:1151:28), std::allocator<void>>' requested here
